"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","question_order","slider_start"
"23630","<h1 class=""title"">Consent Form</h1> </header> <p><img src=""gatechlogo.png"" height=""60"" /> <img src=""LabLogo_BlackandWhite.png"" height=""60"" /></p> <p>Thank you for your interest in our research study. This research will help us better understand how musical <em>chord progressions</em> work in popular and classical music. This study is intended for people familiar with Western classical music, jazz, or modern popular music from the USA, China, Japan, or Korea. If you feel like you are not really familiar with any of these musical genres, this study is probably not right for you.</p> <p>The study should take approximately 20&ndash;30 minutes to complete. Your participation in this study is always voluntary and you may discontinue your participation at any time.</p> <h4 id=""ethics"">Ethics:</h4> <p>This study has been reviewed by the Georgia Tech Institutional Review Board, and has been identified as â€˜Minimal risk researchâ€™ (Ethics ID #H22176). The risks of participating in this study are no greater than any casual music listening or other normal daily activities.</p> <h4 id=""confidentiality"">Confidentiality:</h4> <p>We will comply with any applicable laws and regulations regarding confidentiality. Your responses to the study questions will be entirely anonymous and confidential. No personal data will be gathered from you, and your identity will never be associated with your data, published, or disclosed in any way.</p> <p>To make sure that this research is being carried out in the proper way, the Georgia Institute of Technology IRB may review study records. The Office of Human Research Protections may also look at study records. Your anonymous responses may also be shared with other scientists for use in other research.</p> <h4 id=""compensation"">Compensation:</h4> <p>You will not directly benefit from or be compensated for participating in this study.</p> <h4 id=""contacts-and-questions"">Contacts and Questions:</h4> <p>For questions, concerns, or complaints about the study, you may contact the Principal Investigator, Dr.Â Nathaniel Condit-Schultz at: natcs[at]gatech.edu or by telephone (404)-904-1112. If you have any questions about your rights as a research subject, you may contact Ms.Â Melanie Clark, Georgia Institute of Technology at (404)-894-6942.</p> <hr /> <p>Only adults (18 years or older) are eligible to participate in this study. <strong>By clicking below and completing the study you are agreeing to participate.</strong> You do <em>not</em> waive any of your legal rights by agreeing to participate.</p>","0","html-button-response","0","23633","0.0-0.0","",""
"11809","","{""part_age"":""male""}","survey-html-form","1","35444","0.0-1.0","",""
"13198","","{""WesternGenres"":[""Classical"",""Pop""],""ChineseGenres"":[""Classical"",""Tradiational"",""Pop"",""Rock""],""JapaneseGenres"":[""Traditional"",""Pop""],""KoreanGenres"":[""Pop"",""Rock""],""IndianGenres"":[]}","survey-multi-select","2","48648","0.0-2.0","[0,1,2,3,4]",""
"17567","","{""Instrument"":""1-2"",""ChordalInstrument"":""Yes"",""MusicTheory"":""0"",""ChordTheory"":""False""}","survey-multi-choice","3","66221","0.0-3.0","[0,1,2,3]",""
"63877","<h1>Instructions</h1> <p>In this experiment you will listen to 40 pairs of chord progressions. Each ""chord progression"" is a sequence of four, five, or six musical chords, played at a regular pace. In each trial, you will hear a <em>first</em> chord progression played twice, followed by a short pause, followed by a <em>second</em> chord progression played twice:</p> <p><img src=""Diagram.svg"" style=""width:800px;"" /></p> <p>In some cases, the first and second chord progressions will be very similar, or even exactly the same. In other cases, they might be very different. Your goal is to judge how similar <em>you</em> think they sound, and tell us using the slider. There are no ""right answer""&mdash;we want to know <em>your</em> intuitive judgements!</p> <p>If you think the two chord progressions sound exactly the same, set the slider to the far left position. If you think they sound really dramatically different, you could set the slider towards the far right. We encourage you to <em>not</em> base your judgements entirely on counting how many chords are the same or different in the progressions&mdash;rather, think about the overall musicality of the progressions and ask yourself ""how similar would music using these two progressions feel?"".</p> <p>Once you've set the slider, click the ""Continue"" button to move on. After you click ""Continue,"" there will be a short pause, then the next pair of progressions will play.</p> <p>Please do not navigate away or refresh the page, as you will have to start over from scratch.</p>","0","html-button-response","4","130105","0.0-4.0","",""
"17868","audio//part2_pair1.wav","42","audio-slider-response","5","148653","0.0-5.0-0.0","","50"
"20503","audio//part1_pair4.wav","17","audio-slider-response","6","169633","0.0-5.0-0.1","","50"
"23551","audio//part1_pair2.wav","24","audio-slider-response","7","194027","0.0-5.0-0.2","","50"
"23638","audio//part3_pair6.wav","32","audio-slider-response","8","218284","0.0-5.0-0.3","","50"
"19586","audio//part4_pair9.wav","58","audio-slider-response","9","238321","0.0-5.0-0.4","","50"
